,DSSTox_CID,FW,Formula,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,smiles,smiles_parent,NumAtoms
4483,3033,244.2890,C14H16N2O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,CCOC(=O)c1cncn1C(C)c1ccccc1,CCOC(=O)c1cncn1C(C)c1ccccc1,18
4484,26579,244.2196,C10H13FN2O4,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,Cc1cn([C@H]2C[C@H](F)[C@@H](CO)O2)c(=O)[nH]c1=O,Cc1cn([C@H]2C[C@H](F)[C@@H](CO)O2)c(=O)[nH]c1=O,17
4485,25422,234.2545,C11H14N4O2,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,COc1cc(C)nc(-n2nc(C)cc2OC)n1,COc1cc(C)nc(-n2nc(C)cc2OC)n1,17
4486,3097,449.5239,C20H27N5O5S,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,Cc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NN3CCCCCC3)cc2)no1,Cc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NN3CCCCCC3)cc2)no1,31
4487,5649,192.2558,C15H12,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,Cc1ccc2c(ccc3ccccc32)c1,Cc1ccc2c(ccc3ccccc32)c1,15
4488,25003,499.6406 (328.4464+171.1942),C23H33NO7S2,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CCOCC(O)COc1ccc(NC(=O)CC[S+](C)C)cc1.Cc1ccc(S(=O)(=O)[O-])cc1,CCOCC(O)COc1ccc(NC(=O)CC[S+](C)C)cc1,22
4489,26118,332.4173,C17H20N2O3S,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,Cc1ccc(S(=O)(=O)NC(=O)N[C@@H](C)Cc2ccccc2)cc1,Cc1ccc(S(=O)(=O)NC(=O)N[C@@H](C)Cc2ccccc2)cc1,23
4490,1359,270.3479,C12H18N2O3S,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,18
4491,3095,323.4105,C15H21N3O3S,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,22
4492,1358,311.3998,C14H21N3O3S,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,21
4493,25420,219.6256,C7H10ClN3O3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,Cc1ncc([N+](=O)[O-])n1CC(O)CCl,Cc1ncc([N+](=O)[O-])n1CC(O)CCl,14
4494,1292,267.3042,C11H13N3O3S,0.0,1.0,,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,18
4495,4002,349.4229,C22H23NO3,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,26
4496,5231,270.2369,C15H10O5,0.0,,1.0,,1.0,1.0,0.0,,0.0,,1.0,1.0,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,20
4497,25640,263.3752,C16H25NO2,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CCC(C(=O)OCCN(CC)CC)c1ccccc1,CCC(C(=O)OCCN(CC)CC)c1ccccc1,19
4498,3169,428.5294,C25H28N6O,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,,0.0,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,32
4499,25224,271.2746,C13H13N5O2,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CCCOc1ccccc1-c1nc2[nH]nnc2c(=O)[nH]1,CCCOc1ccccc1-c1nc2[nH]nnc2c(=O)[nH]1,20
4500,20664,203.2802,C13H17NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,CC=CC(=O)N(CC)c1ccccc1C,CC=CC(=O)N(CC)c1ccccc1C,15
4501,28667,206.2859 (73.1368+133.1490),C8H22N4O2,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,CCN(CC)N(O)N=O.CCNCC,CCN(CC)N(O)N=O,9
4502,25619,359.3947,C19H22FN3O3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,26
4503,22583,341.4258,C15H23N3O4S,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,23
4504,26264,237.2518,C12H15NO4,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CCOc1cc(NC(C)=O)ccc1C(=O)OC,CCOc1cc(NC(C)=O)ccc1C(=O)OC,17
4505,26060,265.3480,C15H23NO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,CCOc1ccc(C(=O)OCCN(CC)CC)cc1,CCOc1ccc(C(=O)OCCN(CC)CC)cc1,19
4506,1116,179.2157,C10H13NO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CCOc1ccc(NC(C)=O)cc1,CCOc1ccc(NC(C)=O)cc1,13
4507,581,165.1891,C9H11NO2,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CCOc1ccccc1C(N)=O,CCOc1ccccc1C(N)=O,12
4508,24584,223.7417 (187.2808+36.4609),C13H18ClN,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,C#CCN(C)[C@H](C)Cc1ccccc1.Cl,C#CCN(C)[C@H](C)Cc1ccccc1,14
4509,28791,185.6937 (149.2328+36.4609),C10H16ClN,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CN[C@H](C)Cc1ccccc1.Cl,CN[C@H](C)Cc1ccccc1,11
4510,25891,181.7035 (36.4609+145.2426),C8H20ClNO,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CC(N)CCCC(C)(C)O.Cl,CC(N)CCCC(C)(C)O,10
4511,25321,297.8203 (36.4609+261.3593),C16H24ClNO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,CC(CNC1CCCCC1)OC(=O)c1ccccc1.Cl,CC(CNC1CCCCC1)OC(=O)c1ccccc1,19
4512,25828,327.8462 (291.3853+36.4609),C17H26ClNO3,0.0,0.0,0.0,0.0,1.0,,0.0,,0.0,,0.0,0.0,CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)N1C.Cl,CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)N1C,21
4513,24218,412.0089 (375.5480+36.4609),C20H26ClNO2S2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,,0.0,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C.Cl,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,25
4514,28353,310.8621 (36.4609+274.4011),C17H27ClN2O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C.Cl,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,20
4515,28996,390.9253 (36.4609+354.4643),C17H27ClN2O4S,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,1.0,0.0,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)ccc1OC.Cl,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)ccc1OC,24
4516,24268,461.8097 (388.8878+36.4609+36.4609),C21H27Cl3N2O3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,Cl.Cl.O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,27
4517,28865,245.1483 (208.6873+36.4609),C11H14Cl2N2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,Cl.Clc1ccc([C@@H]2C[C@H]3CC[C@@H]2N3)cn1,Clc1ccc([C@@H]2C[C@H]3CC[C@@H]2N3)cn1,14
4518,24545,493.9373 (457.4764+36.4609),C23H28ClN3O7,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O.Cl,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,33
4519,25883,341.8282 (36.4609+305.3673),C14H28ClNO6,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CN(C)CCCO[C@H]1[C@@H](C(O)CO)O[C@@H]2OC(C)(C)O[C@H]12.Cl,CN(C)CCCO[C@H]1[C@@H](C(O)CO)O[C@@H]2OC(C)(C)O[C@H]12,21
4520,28990,371.9252 (335.4643+36.4609),C17H26ClN3O2S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1.Cl,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,23
4521,25485,269.8102 (233.3492+36.4609),C15H24ClNO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,CCC1(c2cccc(O)c2)CCCCN(C)C1.Cl,CCC1(c2cccc(O)c2)CCCCN(C)C1,17
4522,28930,388.9309 (352.4699+36.4609),C22H29ClN2O2,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1.Cl,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,26
4523,28682,381.8506 (345.3896+36.4609),C19H24ClNO5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,COc1cc(C[C@@H]2NCCc3cc(O)c(O)cc32)cc(OC)c1OC.Cl,COc1cc(C[C@@H]2NCCc3cc(O)c(O)cc32)cc(OC)c1OC,25
4524,6147,322.8330 (286.3721+36.4609),C16H23ClN4O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,COc1ccc(CN(CCN(C)C)c2ncccn2)cc1.Cl,COc1ccc(CN(CCN(C)C)c2ncccn2)cc1,21
4525,25745,493.0354 (36.4609+456.5744),C26H37ClN2O5,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,COc1ccc(CCN(C)CCCN2CCc3cc(OC)c(OC)cc3CC2=O)cc1OC.Cl,COc1ccc(CCN(C)CCCN2CCc3cc(OC)c(OC)cc3CC2=O)cc1OC,33
4526,25765,218.6294 (182.1685+36.4609),C6H13ClF2N2O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,Cl.NCCCC(N)(C(=O)O)C(F)F,NCCCC(N)(C(=O)O)C(F)F,12
4527,27761,169.6513 (133.1903+36.4609),C9H12ClN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,Cl.N[C@@H]1C[C@H]1c1ccccc1,N[C@@H]1C[C@H]1c1ccccc1,10
4528,26646,1059.5779 (511.5585+511.5585+36.4609),C32H35ClN18O10S6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1.CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1.Cl,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1,33
4529,26502,285.7713 (249.3104+36.4609),C16H16ClN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,Cl.NC1=NCC2c3ccccc3Cc3ccccc3N12,NC1=NCC2c3ccccc3Cc3ccccc3N12,19
4530,27769,147.6060 (111.1451+36.4609),C5H10ClN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,Cl.NCCc1cc[nH]n1,NCCc1cc[nH]n1,8
4531,28783,365.8545 (293.3630+36.4609+18.0153+18.0153),C18H24ClN3O3,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O.Cl.O.O,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,22
4532,27816,241.7570 (36.4609+205.2961),C13H20ClNO,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CCN(CC)C(C)C(=O)c1ccccc1.Cl,CCN(CC)C(C)C(=O)c1ccccc1,15
4533,25493,423.8938 (387.4329+36.4609),C19H26ClN5O4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC.Cl,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,28
4534,11566,282.8089 (246.3480+36.4609),C15H23ClN2O,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,Cc1cccc(C)c1NC(=O)C1CCCCN1C.Cl,Cc1cccc(C)c1NC(=O)C1CCCCN1C,18
4535,25514,425.9097 (389.4488+36.4609),C19H28ClN5O4,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC.Cl,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,28
4536,25689,514.0959 (477.6350+36.4609),C30H40ClNO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,Cl.O=C(O)CC/C=C\CC[C@H]1[C@@H](OCc2ccc(-c3ccccc3)cc2)C[C@H](O)[C@@H]1N1CCCCC1,O=C(O)CC/C=C\CC[C@H]1[C@@H](OCc2ccc(-c3ccccc3)cc2)C[C@H](O)[C@@H]1N1CCCCC1,35
4537,26486,373.8732 (337.4122+36.4609),C21H24ClNO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21.Cl,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,25
4538,1221,474.9770 (438.5161+36.4609),C25H31ClN2O5,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O.Cl,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,32
4539,25417,312.8349 (276.3740+36.4609),C16H25ClN2O2,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2.Cl,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,20
4540,25357,323.9006 (287.4397+36.4609),C19H30ClNO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,Cl.OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,21
4541,25805,264.1914 (36.4609+227.7304),C12H19Cl2NO,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CC(C)(C)NCC(O)c1ccccc1Cl.Cl,CC(C)(C)NCC(O)c1ccccc1Cl,15
4542,10636,579.9802 (543.5193+36.4609),C27H30ClNO11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,39
4544,160,422.8678,C23H22ClF3O2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,Cc1c(COC(=O)C2C(/C=C(\Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1,Cc1c(COC(=O)C2C(/C=C(\Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1,29
4545,2748,367.8074,C15H14ClN3O4S,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,24
4546,4299,352.8788,C17H21ClN2O2S,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,C[C@H]1[C@H](c2ccc(Cl)cc2)SC(=O)N1C(=O)NC1CCCCC1,C[C@H]1[C@H](c2ccc(Cl)cc2)SC(=O)N1C(=O)NC1CCCCC1,23
4547,336,242.6987,C12H15ClO3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,16
4548,2803,245.6596,C10H12ClNO4,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,NC(=O)OCC(O)COc1ccc(Cl)cc1,NC(=O)OCC(O)COc1ccc(Cl)cc1,16
4549,28900,455.9604,C22H22ClN5O2S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,Cc1nnc2n1-c1sc(CCC(=O)N3CCOCC3)cc1C(c1ccccc1Cl)=NC2,Cc1nnc2n1-c1sc(CCC(=O)N3CCOCC3)cc1C(c1ccccc1Cl)=NC2,31
4550,1268,201.6567,C7H12ClN5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,CCNc1nc(Cl)nc(NCC)n1,CCNc1nc(Cl)nc(NCC)n1,13
4551,2353,204.6523,C12H9ClO,1.0,0.0,,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,,Oc1ccc(-c2ccccc2)c(Cl)c1,Oc1ccc(-c2ccccc2)c(Cl)c1,14
4552,25522,354.1847,C16H13Cl2NO4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,,0.0,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,23
4553,3848,269.7671,C14H20ClNO2,0.0,0.0,0.0,,0.0,,,1.0,0.0,0.0,,0.0,CCOCN(C(=O)CCl)c1c(C)cccc1CC,CCOCN(C(=O)CCl)c1c(C)cccc1CC,18
4554,26011,869.1330,C46H80N2O13,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2C[C@@H](C)C[C@@H](C)C2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2C[C@@H](C)C[C@@H](C)C2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,61
4555,2991,733.9268,C37H67NO13,0.0,0.0,0.0,0.0,1.0,,0.0,,0.0,,0.0,0.0,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,51
4556,26324,362.4896,C18H26N4O2S,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CN1C[C@@H](NS(=O)(=O)N(C)C)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,CN1C[C@@H](NS(=O)(=O)N(C)C)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,25
4557,25140,342.4320,C20H26N2O3,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,,0.0,0.0,CN(C(=O)CCCOc1ccc2[nH]c(=O)ccc2c1)C1CCCCC1,CN(C(=O)CCCOc1ccc2[nH]c(=O)ccc2c1)C1CCCCC1,25
4558,26086,388.8083,C17H17ClN6O3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,27
4559,26714,369.3383,C17H18F3N3O3,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,26
4560,26600,362.3556,C17H19FN4O4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,,0.0,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,26
4561,25209,370.4686,C19H22N4O2S,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,Cc1scc2c1N(C(=O)CN1CCN(C)CC1)c1ccccc1NC2=O,Cc1scc2c1N(C(=O)CN1CCN(C)CC1)c1ccccc1NC2=O,26
4562,26076,666.6999 (474.5764+192.1235),C28H38N6O11S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,33
4563,25814,426.2919 (284.3529+141.9390),C18H23IN2O2,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CI.CN1[C@H]2CC[C@@H]1CC(OC(=O)c1c[nH]c3ccccc13)C2,CN1[C@H]2CC[C@@H]1CC(OC(=O)c1c[nH]c3ccccc13)C2,21
4564,25537,326.4326,C20H26N2O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H](C2[C@H]5O)N3[C@@H]1O,CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H](C2[C@H]5O)N3[C@@H]1O,24
4565,26383,221.4696,C4H7Cl3N2O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,CNC(=O)NC(O)C(Cl)(Cl)Cl,CNC(=O)NC(O)C(Cl)(Cl)Cl,11
4566,3187,237.7252,C13H16ClNO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,CNC1(c2ccccc2Cl)CCCCC1=O,CNC1(c2ccccc2Cl)CCCCC1=O,16
4567,26695,389.4207,C20H24FN3O4,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CNC1CCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC)C1,CNC1CCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC)C1,28
4568,3628,295.4004,C14H21N3O2S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,20
4569,3035,588.5566,C29H32O13,0.0,0.0,0.0,0.0,,0.0,,,0.0,1.0,0.0,1.0,COc1cc([C@@H]2c3cc4c(cc3C(O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O,COc1cc([C@@H]2c3cc4c(cc3C(O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O,42
4570,26475,307.3847,C17H25NO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,COc1cc(C(=O)N2CCCCCCC2)cc(OC)c1OC,COc1cc(C(=O)N2CCCCCCC2)cc(OC)c1OC,22
4571,25800,317.3795,C18H23NO4,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,COc1ccc(CCNC[C@H](O)c2ccc(O)cc2)cc1OC,COc1ccc(CCNC[C@H](O)c2ccc(O)cc2)cc1OC,23
4572,26100,222.1974,C10H10N2O4,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,COc1cc2[nH]c(=O)[nH]c(=O)c2cc1OC,COc1cc2[nH]c(=O)[nH]c(=O)c2cc1OC,16
